;index;date;couleur des yeux;age;exp;salaire;sexe;diplome;métier;note;dispo;embauche;ville d'origine
3264;3264;10/03/2012;Bleu;53.0;11.0;33049.0;M;master;Data Engineer;93.21;oui;0;10
3265;3265;30/01/2012;Hazel;39.0;7.0;30298.0;M;master;Data Scientist;70.02;non;0;11
3266;3266;10/12/2010;Hazel;35.0;7.0;36947.0;M;licence;Data Scientist;77.85;non;0;14
3267;3267;26/07/2014;Hazel;23.0;15.0;33824.0;F;licence;Data Scientist;73.77;non;0;10
3268;3268;12/10/2012;Hazel;41.0;;36719.0;M;master;Data Scientist;76.99;oui;0;13
3269;3269;13/09/2014;Bleu;38.0;8.0;35683.0;F;bac;Data Steward;75.68;non;1;5
3270;3270;02/08/2014;Marron;41.0;9.0;35148.0;F;master;Data Scientist;68.19;non;0;9
3271;3271;28/05/2013;Bleu;26.0;8.0;43786.0;M;master;Data Scientist;81.56;oui;1;6
3272;3272;04/08/2013;Vert;32.0;11.0;28334.0;M;licence;Data Analyst;93.11;non;0;15
3273;3273;31/12/2010;Marron;31.0;9.0;42223.0;F;licence;Data Analyst;58.27;oui;1;13
3274;3274;29/11/2010;Vert;38.0;11.0;39731.0;M;licence;Data Analyst;96.28;oui;1;15
3275;3275;12/05/2011;Bleu;43.0;11.0;34984.0;F;bac;Data Scientist;63.36;non;0;7
3276;3276;23/01/2012;Marron;25.0;4.0;39361.0;F;licence;Data Engineer;60.5;non;0;5
3277;3277;20/12/2011;Hazel;26.0;16.0;41785.0;F;licence;Data Steward;95.31;oui;0;4
3278;3278;18/03/2011;Bleu;29.0;11.0;26816.0;M;master;Data Scientist;102.56;oui;0;4
3279;3279;08/07/2011;Bleu;27.0;13.0;40457.0;M;master;Data Engineer;73.23;oui;0;3
3280;3280;28/09/2010;Marron;54.0;9.0;;F;licence;Data Steward;67.23;non;1;11
3281;3281;20/10/2010;Bleu;24.0;10.0;35858.0;M;licence;Data Engineer;66.49;oui;0;11
3282;3282;08/06/2010;Bleu;38.0;8.0;35246.0;M;licence;Data Engineer;56.38;non;0;15
3283;3283;17/09/2011;Hazel;30.0;10.0;38783.0;M;licence;Data Scientist;68.51;non;0;10
3284;3284;03/02/2013;Bleu;42.0;6.0;34041.0;M;licence;Data Scientist;59.95;non;0;11
3285;3285;28/07/2013;Vert;37.0;7.0;39308.0;M;licence;Data Scientist;60.69;oui;0;13
3286;3286;03/06/2013;Bleu;34.0;7.0;26654.0;F;master;Data Scientist;74.52;non;0;4
3287;3287;01/10/2013;Marron;36.0;8.0;35310.0;M;master;Data Scientist;53.18;non;0;6
3288;3288;06/10/2014;Marron;31.0;11.0;36339.0;M;licence;Data Scientist;56.31;non;0;11
3289;3289;29/10/2011;Bleu;33.0;10.0;30684.0;M;master;Data Scientist;96.41;non;0;9
3290;3290;13/02/2010;Vert;43.0;11.0;33571.0;M;licence;Data Analyst;92.14;non;1;6
3291;3291;14/04/2012;Bleu;42.0;11.0;32165.0;M;licence;Data Scientist;65.88;non;0;2
3292;3292;30/03/2012;Hazel;44.0;8.0;40746.0;M;licence;Data Scientist;77.35;oui;0;5
3293;3293;02/08/2010;Marron;26.0;9.0;27433.0;F;doctorat;Data Engineer;91.16;oui;0;5
3294;3294;01/02/2014;Bleu;35.0;11.0;38258.0;M;master;Data Analyst;102.93;oui;1;11
3295;3295;20/06/2010;Hazel;44.0;11.0;34529.0;F;master;Data Analyst;69.9;non;0;11
3296;3296;23/12/2013;Bleu;28.0;7.0;37388.0;M;master;Data Engineer;72.09;oui;0;15
3297;3297;26/01/2011;Marron;31.0;10.0;35061.0;F;doctorat;Data Engineer;100.36;oui;0;12
3298;3298;11/05/2012;Bleu;43.0;12.0;42532.0;M;licence;Data Analyst;63.75;oui;0;7
3299;3299;02/03/2013;Marron;32.0;11.0;31653.0;F;master;Data Analyst;60.65;non;1;15
3300;3300;13/11/2010;Hazel;47.0;13.0;30660.0;F;master;Data Engineer;83.85;non;0;14
3301;3301;14/12/2013;Vert;37.0;10.0;35279.0;M;bac;Data Analyst;64.97;non;0;11
3302;3302;12/03/2010;Bleu;32.0;16.0;31653.0;F;master;Data Engineer;82.24;oui;0;10
3303;3303;10/11/2012;Marron;44.0;10.0;34525.0;M;doctorat;Data Scientist;73.93;oui;0;10
3304;3304;18/05/2013;Marron;32.0;9.0;38213.0;M;doctorat;Data Engineer;72.6;oui;0;8
3305;3305;24/08/2014;Hazel;45.0;11.0;37460.0;M;licence;Data Scientist;51.21;non;0;10
3306;3306;24/07/2011;Marron;43.0;6.0;32957.0;F;master;Data Scientist;82.37;non;0;7
3307;3307;22/10/2013;Hazel;27.0;10.0;36574.0;M;licence;Data Scientist;37.85;non;0;6
3308;3308;16/10/2013;Bleu;27.0;11.0;39646.0;M;licence;Data Scientist;62.98;non;0;5
3309;3309;24/06/2010;Bleu;28.0;9.0;42075.0;F;bac;Data Engineer;66.88;non;0;3
3310;3310;27/05/2011;Bleu;31.0;8.0;38445.0;M;bac;Data Analyst;43.45;non;0;3
3311;3311;17/03/2011;Bleu;42.0;13.0;27123.0;M;master;Data Scientist;75.86;non;0;10
3312;3312;02/09/2013;Marron;37.0;6.0;40964.0;M;master;Data Scientist;84.34;oui;0;1
3313;3313;19/09/2012;Bleu;29.0;5.0;25713.0;M;doctorat;Data Scientist;99.34;oui;0;3
3314;3314;20/05/2014;Bleu;21.0;4.0;29069.0;F;licence;Data Scientist;88.11;non;0;4
3315;3315;11/12/2012;Hazel;24.0;13.0;40436.0;F;master;Data Scientist;66.82;oui;1;5
3316;3316;09/07/2011;Hazel;20.0;8.0;41253.0;M;licence;Data Scientist;51.25;non;0;9
3317;3317;01/02/2011;Bleu;57.0;10.0;40807.0;M;master;Data Engineer;59.91;oui;0;15
3318;3318;22/02/2014;Bleu;45.0;7.0;36248.0;M;licence;Data Scientist;58.66;non;0;3
3319;3319;07/07/2010;Bleu;30.0;9.0;34397.0;M;master;Data Engineer;87.2;oui;0;10
3320;3320;10/09/2013;Marron;45.0;9.0;38264.0;F;licence;Data Analyst;59.93;non;0;13
3321;3321;18/05/2014;Bleu;45.0;12.0;35151.0;F;master;Data Steward;73.39;oui;0;2
3322;3322;13/03/2013;Hazel;35.0;10.0;34705.0;M;master;Data Engineer;77.9;oui;0;14
3323;3323;02/11/2012;Marron;45.0;14.0;34192.0;M;master;Data Engineer;76.49;oui;0;13
3324;3324;02/02/2014;Marron;52.0;12.0;30612.0;F;doctorat;Data Engineer;86.98;oui;0;8
3325;3325;09/09/2011;Marron;44.0;8.0;32941.0;F;master;Data Scientist;67.05;non;1;5
3326;3326;28/03/2011;Marron;42.0;13.0;36455.0;M;master;Data Scientist;76.87;oui;0;15
3327;3327;17/06/2014;Marron;44.0;7.0;34611.0;F;master;Data Scientist;68.04;non;0;12
3328;3328;11/03/2011;Bleu;43.0;7.0;36475.0;M;licence;Data Analyst;85.22;oui;0;1
3329;3329;09/12/2013;Hazel;39.0;11.0;30918.0;M;master;Data Scientist;63.73;non;1;5
3330;3330;29/04/2010;Marron;36.0;10.0;43581.0;F;licence;Data Steward;70.37;oui;0;5
3331;3331;04/05/2010;Hazel;39.0;8.0;36319.0;F;master;Data Analyst;71.02;non;0;1
3332;3332;30/07/2013;Bleu;35.0;11.0;35771.0;M;licence;Data Engineer;65.86;non;0;8
3333;3333;26/10/2013;Vert;19.0;7.0;33337.0;F;bac;Data Steward;79.58;non;0;3
3334;3334;17/08/2014;Vert;28.0;9.0;30950.0;M;master;Data Scientist;99.0;oui;0;11
3335;3335;01/01/2010;Hazel;34.0;14.0;36232.0;M;licence;Data Scientist;65.43;non;0;2
3336;3336;30/09/2013;Hazel;35.0;13.0;28626.0;F;master;Data Steward;109.06;oui;0;12
3337;3337;07/11/2011;Vert;25.0;7.0;32514.0;F;bac;Data Scientist;86.0;non;0;8
3338;3338;04/04/2012;Bleu;26.0;6.0;30567.0;M;master;Data Scientist;64.98;non;0;5
3339;3339;28/12/2010;Vert;37.0;4.0;29719.0;M;licence;Data Scientist;90.38;non;0;4
3340;3340;23/06/2011;Marron;35.0;11.0;37986.0;F;licence;Data Analyst;61.65;non;0;9
3341;3341;21/12/2011;Vert;35.0;9.0;31990.0;M;licence;Data Scientist;66.18;non;0;11
3342;3342;29/03/2012;Hazel;41.0;9.0;29193.0;M;master;Data Analyst;90.02;oui;0;12
3343;3343;05/01/2010;Bleu;34.0;12.0;43311.0;M;licence;Data Scientist;44.64;;0;13
3344;3344;01/07/2011;Marron;39.0;10.0;26448.0;F;master;Data Scientist;104.76;non;0;13
3345;3345;22/09/2011;Hazel;37.0;11.0;34954.0;M;licence;Data Scientist;60.63;non;0;6
3346;3346;31/01/2010;Marron;35.0;8.0;31852.0;M;master;Data Scientist;69.68;non;0;10
3347;3347;10/06/2013;Bleu;52.0;7.0;32204.0;M;bac;Data Scientist;71.61;non;0;13
3348;3348;02/04/2010;Marron;31.0;11.0;30945.0;F;doctorat;Data Steward;90.36;oui;0;12
3349;3349;24/02/2014;Hazel;18.0;16.0;32472.0;F;master;Data Analyst;90.53;non;0;12
3350;3350;11/07/2010;Marron;31.0;9.0;39789.0;F;master;Data Scientist;80.23;oui;0;3
3351;3351;03/02/2012;Hazel;36.0;8.0;35426.0;F;licence;Data Analyst;61.44;non;0;15
3352;3352;17/07/2012;Hazel;30.0;3.0;36718.0;F;bac;Data Analyst;68.92;non;0;14
3353;3353;16/09/2012;Bleu;31.0;8.0;37454.0;M;master;Data Scientist;85.79;oui;1;14
3354;3354;15/09/2014;Bleu;37.0;5.0;31887.0;F;licence;Data Analyst;88.43;non;0;6
3355;3355;07/05/2012;Bleu;55.0;11.0;39163.0;M;licence;Data Scientist;53.58;oui;0;9
3356;3356;25/12/2013;Marron;43.0;9.0;31172.0;M;doctorat;Data Scientist;97.53;non;0;14
3357;3357;07/05/2013;Bleu;33.0;15.0;33675.0;M;licence;Data Scientist;88.58;non;0;9
3358;3358;17/12/2014;Hazel;19.0;9.0;34375.0;M;licence;Data Analyst;75.61;non;0;15
3359;3359;09/09/2013;Marron;17.0;13.0;31432.0;F;doctorat;Data Engineer;87.37;oui;0;9
3360;3360;02/11/2013;Bleu;40.0;17.0;31429.0;M;master;Data Engineer;96.36;oui;0;12
3361;3361;02/01/2014;Hazel;34.0;11.0;34423.0;M;doctorat;Data Analyst;90.53;oui;0;14
3362;3362;16/04/2011;Vert;40.0;9.0;43866.0;M;bac;Data Steward;62.34;oui;0;4
3363;3363;29/11/2010;Marron;55.0;7.0;30811.0;F;master;Data Scientist;76.03;non;0;5
3364;3364;19/01/2012;Hazel;20.0;12.0;39264.0;F;licence;Data Engineer;94.88;non;0;4
3365;3365;11/12/2012;Marron;33.0;14.0;27492.0;F;doctorat;Data Analyst;96.32;oui;0;9
3366;3366;12/12/2013;Bleu;28.0;9.0;30354.0;F;licence;Data Scientist;82.33;non;1;6
3367;3367;03/06/2012;Marron;42.0;10.0;31885.0;F;doctorat;Data Steward;82.05;oui;0;7
3368;3368;26/10/2010;Hazel;32.0;9.0;34076.0;F;master;Data Analyst;74.64;non;0;9
3369;3369;20/03/2011;Hazel;15.0;8.0;44638.0;M;licence;Data Analyst;80.16;oui;0;5
3370;3370;28/01/2012;Bleu;18.0;7.0;37661.0;M;licence;Data Analyst;66.03;oui;0;7
3371;3371;10/06/2013;Hazel;33.0;14.0;29061.0;M;master;Data Analyst;82.92;non;0;7
3372;3372;07/01/2011;Marron;22.0;10.0;28844.0;M;master;Data Scientist;91.31;non;0;4
3373;3373;14/12/2013;Hazel;28.0;8.0;36137.0;M;licence;Data Scientist;68.02;non;0;11
3374;3374;06/12/2014;Hazel;44.0;14.0;35950.0;F;licence;Data Analyst;70.53;non;0;12
3375;3375;17/10/2012;Hazel;45.0;12.0;38837.0;M;licence;Data Scientist;59.28;non;0;14
3376;3376;03/10/2014;Bleu;30.0;12.0;28571.0;M;master;Data Scientist;70.05;non;0;6
3377;3377;15/07/2013;Bleu;41.0;6.0;28105.0;F;licence;Data Analyst;79.79;non;0;5
3378;3378;30/07/2013;Hazel;26.0;13.0;29537.0;M;doctorat;Data Scientist;108.0;oui;0;15
3379;3379;22/01/2012;Marron;20.0;7.0;38297.0;F;doctorat;Data Engineer;94.34;oui;0;4
3380;3380;12/04/2014;Hazel;34.0;12.0;33637.0;M;master;Data Scientist;76.5;non;0;6
3381;3381;12/07/2012;Vert;38.0;8.0;30454.0;M;bac;Data Scientist;53.58;non;0;3
3382;3382;12/05/2011;Bleu;57.0;13.0;35455.0;M;licence;Data Analyst;68.94;non;0;8
3383;3383;26/04/2012;Hazel;29.0;8.0;40619.0;M;master;Data Engineer;77.57;oui;0;15
3384;3384;01/03/2014;Bleu;31.0;12.0;29959.0;M;master;Data Scientist;91.11;oui;0;12
3385;3385;18/02/2011;Marron;23.0;6.0;40678.0;M;master;Data Scientist;72.23;oui;0;10
3386;3386;20/04/2014;Marron;41.0;1.0;34543.0;F;master;Data Steward;95.42;oui;0;5
3387;3387;05/12/2014;Bleu;38.0;8.0;34312.0;M;master;Data Scientist;68.03;oui;0;5
3388;3388;24/01/2010;Hazel;37.0;6.0;44474.0;M;bac;Data Engineer;58.09;oui;0;4
3389;3389;05/10/2013;Hazel;46.0;6.0;42708.0;M;licence;Data Scientist;57.81;oui;0;10
3390;3390;03/02/2013;Marron;46.0;14.0;35737.0;F;licence;Data Scientist;58.6;non;0;13
3391;3391;28/05/2011;Hazel;28.0;8.0;42010.0;F;bac;Data Scientist;53.25;non;0;15
3392;3392;07/12/2010;Marron;30.0;9.0;25593.0;F;doctorat;Data Analyst;125.67;oui;0;7
3393;3393;18/05/2010;Marron;30.0;8.0;42739.0;F;master;Data Engineer;98.07;oui;0;11
3394;3394;13/06/2012;Vert;11.0;15.0;39121.0;M;licence;Data Scientist;79.97;oui;0;2
3395;3395;05/05/2013;Hazel;17.0;9.0;38451.0;M;bac;Data Scientist;40.43;non;0;5
3396;3396;24/08/2011;Marron;37.0;4.0;38087.0;M;licence;Data Scientist;60.71;non;0;9
3397;3397;27/06/2014;Bleu;44.0;8.0;34329.0;M;bac;Data Scientist;50.92;non;0;8
3398;3398;21/08/2014;Bleu;29.0;7.0;33182.0;M;licence;Data Scientist;45.85;non;0;13
3399;3399;22/08/2013;Marron;50.0;11.0;39784.0;F;licence;Data Scientist;68.44;non;0;5
3400;3400;05/11/2012;Hazel;43.0;10.0;27990.0;M;master;Data Scientist;77.79;non;1;8
3401;3401;29/10/2013;Vert;53.0;9.0;30862.0;F;licence;Data Engineer;92.04;oui;0;14
3402;3402;17/12/2012;Marron;37.0;12.0;38008.0;M;master;Data Scientist;76.09;non;0;15
3403;3403;15/09/2012;Hazel;55.0;10.0;27753.0;M;master;Data Scientist;81.45;non;0;15
3404;3404;30/12/2013;Hazel;29.0;11.0;43631.0;M;licence;Data Analyst;85.15;oui;0;2
3405;3405;22/07/2013;Bleu;42.0;15.0;36406.0;M;licence;Data Engineer;69.14;oui;0;9
3406;3406;06/06/2012;Bleu;23.0;5.0;39973.0;M;licence;Data Scientist;39.44;non;0;12
3407;3407;13/05/2010;Marron;47.0;9.0;34281.0;F;master;Data Engineer;87.71;oui;0;8
3408;3408;09/01/2012;Bleu;41.0;7.0;21940.0;M;licence;Data Scientist;52.9;non;0;1
3409;3409;18/09/2010;Bleu;35.0;12.0;36768.0;F;licence;Data Analyst;93.13;non;0;4
3410;3410;28/03/2011;Hazel;30.0;13.0;26441.0;F;master;Data Scientist;94.42;non;0;10
3411;3411;24/01/2014;Bleu;31.0;5.0;37199.0;M;bac;Data Steward;98.63;non;1;1
3412;3412;25/12/2014;Hazel;37.0;7.0;36032.0;F;master;Data Analyst;79.47;oui;0;7
3413;3413;;Hazel;41.0;8.0;41354.0;M;master;Data Engineer;69.6;oui;0;13
3414;3414;01/04/2010;Bleu;33.0;10.0;32431.0;F;bac;Data Scientist;70.9;non;0;2
3415;3415;29/01/2011;Bleu;35.0;4.0;37816.0;M;licence;Data Analyst;67.98;oui;0;7
3416;3416;22/06/2012;Vert;37.0;11.0;35135.0;M;licence;Data Engineer;75.99;oui;0;9
3417;3417;22/02/2012;Marron;36.0;6.0;39360.0;M;master;Data Engineer;61.16;oui;0;1
3418;3418;15/11/2013;Marron;20.0;11.0;40473.0;M;master;Data Scientist;86.82;oui;0;15
3419;3419;22/01/2012;Bleu;44.0;11.0;36332.0;M;licence;Data Engineer;91.05;oui;0;10
3420;3420;08/06/2010;Bleu;7.0;9.0;35317.0;M;master;Data Engineer;65.78;oui;0;6
3421;3421;04/06/2013;Marron;28.0;9.0;43026.0;M;bac;Data Scientist;46.73;non;0;3
3422;3422;14/07/2011;Bleu;24.0;10.0;31867.0;M;licence;Data Scientist;75.37;non;0;11
3423;3423;25/09/2011;Marron;43.0;9.0;38974.0;M;doctorat;Data Engineer;95.62;oui;0;13
3424;3424;18/01/2014;Hazel;37.0;8.0;29893.0;F;licence;Data Scientist;96.32;non;0;7
3425;3425;26/06/2014;Marron;31.0;6.0;29831.0;F;doctorat;Data Engineer;107.92;oui;0;6
3426;3426;04/06/2014;Bleu;30.0;13.0;29424.0;M;licence;Data Scientist;50.7;non;0;8
3427;3427;26/09/2014;Hazel;15.0;2.0;43575.0;F;bac;Data Analyst;73.22;non;0;10
3428;3428;08/09/2012;Hazel;38.0;7.0;37615.0;M;master;Data Engineer;86.89;oui;0;13
3429;3429;17/03/2010;Hazel;33.0;8.0;36760.0;F;licence;Data Analyst;70.06;non;0;2
3430;3430;20/06/2013;Hazel;24.0;14.0;31122.0;M;master;Data Scientist;83.11;oui;0;5
3431;3431;12/12/2012;Marron;34.0;9.0;33607.0;M;doctorat;Data Analyst;91.15;oui;0;12
3432;3432;27/01/2010;Hazel;35.0;8.0;22511.0;F;doctorat;Data Analyst;116.57;oui;0;11
3433;3433;01/04/2012;Bleu;37.0;9.0;26661.0;F;master;Data Scientist;94.7;non;0;13
3434;3434;12/04/2014;Vert;29.0;7.0;30379.0;M;licence;Data Scientist;67.11;non;0;11
3435;3435;02/11/2012;Bleu;23.0;6.0;40975.0;F;bac;Data Engineer;69.27;non;0;15
3436;3436;10/10/2011;Marron;28.0;10.0;22666.0;M;doctorat;Data Scientist;95.0;non;1;14
3437;3437;17/02/2010;Bleu;56.0;11.0;25206.0;F;master;Data Engineer;93.03;oui;0;6
3438;3438;15/06/2010;Hazel;50.0;10.0;44918.0;M;bac;Data Scientist;38.14;non;0;8
3439;3439;22/07/2012;Marron;35.0;12.0;35784.0;F;doctorat;Data Engineer;96.78;oui;0;6
3440;3440;30/06/2014;Bleu;35.0;10.0;35062.0;F;licence;Data Analyst;76.77;non;0;15
3441;3441;27/09/2014;Marron;49.0;8.0;29519.0;F;;Data Engineer;75.42;non;0;7
3442;3442;25/04/2013;Marron;38.0;10.0;41705.0;F;licence;Data Analyst;58.85;non;0;9
3443;3443;18/01/2010;Hazel;26.0;13.0;39445.0;M;licence;Data Scientist;59.93;oui;0;11
3444;3444;18/03/2010;Bleu;37.0;9.0;40692.0;F;bac;Data Engineer;59.46;non;0;5
3445;3445;24/04/2014;Vert;18.0;5.0;32935.0;M;licence;Data Scientist;49.67;non;0;10
3446;3446;12/03/2010;Vert;43.0;9.0;34196.0;M;licence;Data Analyst;70.56;non;0;8
3447;3447;14/11/2012;Marron;28.0;8.0;34504.0;M;master;Data Scientist;59.31;non;0;13
3448;3448;03/11/2012;Hazel;53.0;11.0;39872.0;F;master;Data Scientist;;oui;1;4
3449;3449;24/05/2010;Hazel;31.0;13.0;34669.0;F;master;Data Steward;75.56;oui;0;4
3450;3450;10/09/2014;Bleu;51.0;8.0;34395.0;M;master;Data Scientist;102.3;oui;0;11
3451;3451;16/03/2013;Marron;27.0;9.0;37445.0;F;doctorat;Data Steward;112.96;oui;0;13
3452;3452;15/07/2010;Bleu;43.0;7.0;30833.0;M;master;Data Scientist;89.1;oui;0;2
3453;3453;31/08/2010;Bleu;21.0;9.0;27652.0;M;doctorat;Data Scientist;;oui;0;3
3454;3454;21/01/2010;Marron;45.0;8.0;32796.0;F;master;Data Scientist;74.9;non;0;11
3455;3455;10/04/2013;Hazel;34.0;10.0;22588.0;M;doctorat;Data Scientist;88.82;non;0;8
3456;3456;11/09/2012;Hazel;23.0;3.0;31545.0;M;master;Data Scientist;78.54;oui;0;14
3457;3457;20/12/2010;Marron;47.0;10.0;37889.0;F;licence;Data Analyst;67.34;non;0;8
3458;3458;15/05/2012;Hazel;36.0;13.0;33834.0;M;master;Data Analyst;73.41;oui;0;6
3459;3459;21/05/2014;Marron;35.0;5.0;22863.0;M;doctorat;Data Scientist;77.07;non;0;1
3460;3460;21/03/2012;Bleu;25.0;13.0;36897.0;M;master;Data Analyst;64.17;oui;0;15
3461;3461;21/11/2014;Bleu;35.0;5.0;27990.0;M;master;Data Scientist;72.91;non;0;15
3462;3462;31/03/2013;Marron;17.0;12.0;31201.0;F;master;Data Steward;81.23;oui;0;5
3463;3463;11/10/2013;Marron;30.0;9.0;39139.0;M;doctorat;Data Engineer;77.82;oui;0;14
3464;3464;06/01/2011;Hazel;38.0;12.0;28920.0;M;doctorat;Data Engineer;101.5;oui;0;4
3465;3465;12/08/2013;Hazel;36.0;9.0;37284.0;M;master;Data Scientist;75.8;oui;1;4
3466;3466;13/10/2010;Hazel;24.0;8.0;37891.0;M;licence;Data Scientist;78.11;non;0;10
3467;3467;21/04/2014;Marron;38.0;5.0;34654.0;F;doctorat;Data Scientist;89.84;oui;0;3
3468;3468;07/09/2012;Marron;32.0;7.0;27408.0;F;master;Data Scientist;74.46;non;0;2
3469;3469;03/04/2011;Marron;33.0;5.0;26421.0;M;master;Data Scientist;89.09;;0;8
3470;3470;29/05/2012;Hazel;35.0;12.0;29656.0;F;master;Data Engineer;88.03;oui;0;13
3471;3471;14/06/2013;Marron;35.0;10.0;33292.0;F;master;Data Analyst;47.76;non;1;6
3472;3472;27/12/2013;Bleu;33.0;10.0;33558.0;F;licence;Data Analyst;84.78;non;0;3
3473;3473;31/01/2010;Marron;35.0;11.0;37896.0;M;doctorat;Data Analyst;73.29;oui;0;2
3474;3474;22/10/2012;Marron;35.0;7.0;37170.0;F;licence;Data Scientist;67.18;non;0;11
3475;3475;01/07/2012;Vert;39.0;14.0;35176.0;M;bac;Data Analyst;70.57;non;0;7
3476;3476;22/09/2014;Marron;27.0;7.0;24937.0;M;doctorat;Data Scientist;84.78;non;0;4
3477;3477;22/11/2014;Vert;60.0;14.0;35922.0;M;master;Data Scientist;81.23;oui;1;14
3478;3478;24/06/2012;Hazel;23.0;10.0;29291.0;M;master;Data Scientist;94.39;non;0;10
3479;3479;24/11/2010;Hazel;39.0;8.0;32779.0;M;master;Data Scientist;106.39;oui;0;8
3480;3480;19/10/2014;Hazel;29.0;0.0;24649.0;F;doctorat;Data Analyst;121.85;oui;0;15
3481;3481;26/11/2011;Marron;31.0;3.0;36158.0;M;master;Data Analyst;77.9;oui;0;6
3482;3482;19/06/2010;Hazel;52.0;9.0;41788.0;F;licence;Data Analyst;77.74;oui;1;2
3483;3483;13/01/2011;Vert;34.0;6.0;36598.0;F;bac;Data Steward;52.29;non;0;14
3484;3484;03/01/2013;Marron;45.0;10.0;33753.0;M;licence;Data Scientist;55.31;non;0;8
3485;3485;24/11/2011;Hazel;62.0;7.0;27078.0;F;licence;Data Analyst;88.55;non;0;7
3486;3486;08/12/2014;Vert;29.0;9.0;37463.0;M;licence;Data Scientist;69.77;non;0;2
3487;3487;02/08/2014;Marron;43.0;6.0;45970.0;M;licence;Data Scientist;43.81;non;0;1
3488;3488;19/01/2014;Hazel;28.0;3.0;41881.0;M;bac;Data Scientist;49.07;non;0;10
3489;3489;12/07/2013;Hazel;44.0;14.0;35171.0;M;master;Data Scientist;72.28;non;0;10
3490;3490;16/06/2011;Marron;35.0;12.0;38926.0;F;licence;Data Engineer;75.08;non;0;3
3491;3491;13/04/2014;Bleu;41.0;18.0;34378.0;M;master;Data Scientist;81.13;oui;0;7
3492;3492;08/12/2011;Bleu;52.0;9.0;41454.0;M;master;Data Scientist;80.47;oui;1;13
3493;3493;04/09/2013;Marron;29.0;9.0;39048.0;M;master;Data Scientist;74.8;oui;0;4
3494;3494;05/11/2014;Hazel;15.0;9.0;29898.0;M;doctorat;Data Engineer;75.69;oui;0;12
3495;3495;14/02/2013;Bleu;27.0;11.0;34301.0;M;master;Data Analyst;75.38;oui;0;9
3496;3496;28/06/2010;;39.0;6.0;33910.0;M;master;Data Scientist;83.04;non;0;3
3497;3497;15/12/2012;Marron;45.0;11.0;39602.0;M;licence;Data Scientist;41.91;non;0;7
3498;3498;15/06/2010;Bleu;50.0;9.0;28215.0;F;licence;Data Scientist;85.47;non;0;10
3499;3499;03/11/2011;Hazel;33.0;8.0;34501.0;M;master;Data Engineer;92.86;oui;0;12
3500;3500;10/02/2013;Marron;46.0;14.0;42259.0;F;licence;Data Engineer;57.46;oui;0;5
3501;3501;02/02/2014;Bleu;43.0;13.0;31291.0;M;licence;Data Scientist;71.37;non;0;3
3502;3502;06/03/2014;Hazel;43.0;10.0;35180.0;F;licence;Data Engineer;78.22;non;0;9
3503;3503;20/02/2014;Hazel;41.0;8.0;26137.0;F;doctorat;Data Analyst;;non;0;9
3504;3504;17/06/2012;Hazel;17.0;9.0;40440.0;F;licence;Data Engineer;68.26;oui;0;12
3505;3505;15/08/2010;Hazel;34.0;4.0;32561.0;M;master;Data Analyst;77.04;non;1;15
3506;3506;16/02/2010;Bleu;21.0;8.0;34322.0;M;master;Data Scientist;74.02;non;0;8
3507;3507;28/05/2010;Marron;39.0;8.0;38241.0;M;master;Data Scientist;70.74;non;0;13
3508;3508;16/01/2012;Marron;47.0;5.0;45463.0;F;licence;Data Engineer;55.39;oui;0;6
3509;3509;09/11/2010;Hazel;29.0;10.0;29284.0;M;master;Data Scientist;93.26;non;0;3
3510;3510;23/11/2011;Hazel;43.0;5.0;38330.0;M;licence;Data Scientist;76.92;non;0;6
3511;3511;25/01/2011;Hazel;32.0;11.0;30175.0;M;master;Data Scientist;;oui;0;7
3512;3512;01/04/2012;Bleu;35.0;13.0;39765.0;F;licence;Data Engineer;71.94;oui;0;12
3513;3513;28/11/2013;Bleu;51.0;10.0;40163.0;M;master;Data Engineer;91.08;oui;0;2
3514;3514;28/12/2010;Bleu;23.0;7.0;41753.0;F;licence;Data Engineer;80.47;oui;0;14
3515;3515;15/02/2011;Bleu;41.0;7.0;31017.0;M;master;Data Steward;74.43;oui;1;12
3516;3516;21/07/2012;Bleu;25.0;12.0;36658.0;M;licence;Data Scientist;46.9;non;0;3
3517;3517;29/09/2010;Bleu;53.0;7.0;40064.0;M;licence;Data Engineer;77.8;oui;0;2
3518;3518;12/01/2012;Marron;32.0;8.0;32100.0;F;master;Data Scientist;89.51;non;0;7
3519;3519;05/11/2011;Marron;32.0;8.0;35148.0;F;master;Data Engineer;74.48;non;0;7
3520;3520;18/08/2013;Marron;27.0;13.0;32041.0;F;licence;Data Scientist;73.64;non;0;10
3521;3521;11/03/2011;Marron;31.0;7.0;40145.0;F;licence;Data Engineer;67.18;non;0;13
3522;3522;22/05/2013;Vert;44.0;11.0;34436.0;M;bac;Data Scientist;50.68;non;0;6
3523;3523;16/05/2014;Hazel;53.0;13.0;36559.0;M;master;Data Engineer;87.58;oui;0;10
3524;3524;04/05/2010;Marron;32.0;10.0;33703.0;F;master;Data Scientist;78.13;non;0;7
3525;3525;18/01/2013;Bleu;43.0;13.0;36544.0;M;bac;Data Steward;95.83;non;1;4
3526;3526;25/05/2012;Bleu;40.0;9.0;36354.0;M;licence;Data Engineer;80.49;oui;0;2
3527;3527;02/06/2010;Hazel;36.0;8.0;31661.0;M;doctorat;Data Engineer;101.73;oui;0;6
